FN Clarivate Analytics Web of Science																														
AB Sustainable operations management (SOM) can be defined as the operations strategies	 tactics and techniques	 and operational policies to support both economic and environmental objectives and goals. The subject of sustainability has gained much attention from both researchers and practitioners in the past 6-8 years. Most of the articles deal with sustainability from environmental perspectives	 but a limited number of them integrate both economic and environmental implications or focus on trading-off between profitability	 competitiveness and environmental dimensions. Moreover	 there is a limited focus on modelling and analysis (MA) of SOM integrating and balancing the interests of both economic and environmental interests. Therefore	 an attempt has been made in this paper to review the extant literature on SOM. The objective is to understand the definition of SOM and present the current status of research in MA	 as well as future research directions in the field. Considering the recent focus of the subject	 we review the literature on MA of SOM beginning in 2000 in order to make our study current and more relevant for both researchers and practitioners. Finally	 a summary of findings and conclusions is reported.																					
AB Entomophthoralean fungus Pandora nouryi is an obligate aphid pathogen that enables to produce resting spores (azygospores) for surviving host absence. To explore possible mechanisms involved in the regulation of resting spore formation in vivo	 host cohorts consisting of 40-60 nymphs of green peach aphid Myzus persicae produced within 24 h on cabbage leaf discs in petri dishes were exposed to spore showers of P. nouryi at the concentrations (C) from a very few to nearly 2000 conidia/mm(2) and then reared for 7-11 days at the regimes of 10-25 degrees C (7 and 8-16 h daylight (H-L) or ambient (17.5 +/- 3.1 degrees C	 13:11 L:D). Aphid mortalities observed from 35-83 cohorts (showered separately) at each regime showed typical sigmoid trend and fit well a general logistic equation (0.79 <= r(2) <= 0.88)	 yielding similar LC50 estimates of 1.7-6.1 coniclia/mm(2). The proportions (P) of cadavers forming resting spores in the cohorts also fit the same equation (0.73 <= r(2) <= 0.85) at all tested regimes except at 10 degrees C. a low temperature for the host-pathogen interaction. This indicates the dependence of resting spore formation on the spore concentration. The effects of T and HL on P over C were well elucidated by the fitted modified logistic equations P = 0.578/{1 + exp[1.710 - (0.136 - 0.0053T)C]} and P = 0.534/{1 + exp[1.639 + (0.034 - 0.0053H(L))C]} (both r2 = 0.79). Our results highlight that the resting spore formation in vivo of P. nouryi is regulated primarily by the concentration of host-infecting conidia discharged from cadavers and facilitated by lower temperature and longer daylight. (C) 2009 Elsevier Inc. All rights reserved.																											
AB Background: We previously reported on subtypes of polypoidal choroidal vasculopathy (PCV)	 and categorized PCV as polypoidal choroidal neovascularization (CNV) and typical PCV. The aim of this study was to clarify whether complement component 2 (C2) and complement factor B (CFB) genotypes are associated with subtypes of polypoidal choroidal vasculopathy	 such as polypoidal CNV and typical PCV.																												
AB Urban areas are primary causes of species' range fragmentation and reduction. However	 relatively few studies have attempted to describe the habitat variables influencing the diversity and conservation of amphibians and reptiles	 particularly in Mediterranean Europe and in large metropolitan areas. We explored this broad conservation ecology problem by studying the richness and diversity patterns in relation to a suite of six independent habitat variables in Rome	 one of the most ancient cities of the world. We considered all the green remnant areas (n=62) of Rome	 ranging 1 to > 1000 ha in size	 which are interspersed within a sea of urbanized matrix. A total of 10 amphibian and 15 reptile species were studied. Their presence/absence patterns were assessed and the effects of the various habitat variables on each species were predicted by a logistic regression model. A total of 1261 presence records (404 amphibians and 857 reptiles) were analysed. Fragment size and wood size within each fragment did correlate significantly with the species richness of both amphibians and reptiles	 and there was a clear threshold effect after 50 ha of wooded surface. The presence of water bodies positively affected the species distribution. One amphibian and three reptiles inhabited exclusively fragments > 50 ha. The distance from the centre did not affect fragment species richness. The presence of most species of both amphibians and reptiles was positively influenced by the irregular versus circular shape of the wooded area. The legal protection of a given area did not influence the observed patterns but the total number of sheltered species. Overall	 our study suggests that	 in order to maintain the current diversity and population viability	 it is necessary	 in addition to water bodies' maintenance	 to (1) preserve the wooded landscapes over 50 ha; (2) promote irregularly shaped increases in the wood surface; (3) maintain ecotonal boundaries.																			
AB Objective This study aims to investigate the risk of esophageal squamous cell carcinoma in relation to exogenous factors in a rural area of China with a	 high incidence of esophageal squamous cell carcinoma.																													
AB Problem: Chronic diseases such as asthma are rising at alarming rates in the United States and worldwide. Housing environments play an important	 underappreciated role in these trends. Purpose: In this article	 we document the magnitude of the association between housing conditions and asthma and related respiratory symptoms	 present examples of new systems for addressing adverse effects of housing on health	 and discuss how planners might require or encourage such innovations. Methods: We use logistic regressions based on household survey data from seven European cities to show the magnitude of the association between housing conditions and noise annoyance and the exacerbation of asthma and related respiratory symptoms. To support our argument that new housing intervention systems show great promise for alleviating current housing-related health challenges	 we offer several different examples of green building criteria that incorporate health measures. Results and conclusions: After taking into consideration individual-level characteristics	 we found that respondents across a range of cities who were strongly annoyed by general neighborhood noise had twice the odds of a doctor-diagnosed asthma attack or related respiratory symptom than those not at all annoyed. Those strongly annoyed by traffic noise had 68% higher odds. Drainage problems at the housing unit were associated with 54% higher odds of experiencing respiratory symptoms	 building structural problems with 27% higher odds	 and a leaky roof with 35% higher odds. We identify healthy housing development	 construction	 and housing rehabilitation systems as promising initiatives for addressing the web of associations between housing and health. We suggest that funds such as Community Development Block Grants or housing trusts could subsidize such efforts	 and various existing planning processes could incorporate health requirements or scoring criteria. Takeaway for practice: There is compelling evidence that housing conditions are associated with poor health. Planners should inform themselves about these and identify opportunities to incorporate health considerations into planning that affects housing. Research support: None.																			
AB BACKGROUND: The most common factor associated with poor control of hypertension Is treatment nonadherence to antihypertensive drug therapy.																														
AB Canadian research examining the combined effects of social and built environments on physical activity (PA) and obesity is limited. The purpose of this study was to determine the relationships among built and social environments and PA and overweight/obesity in 85 Ottawa neighbourhoods. Self-reported PA	 height and weight were collected from 3	883 adults using the International PA Questionnaire from the 2003-2007 samples of the Rapid Risk Factor Surveillance System. Data on neighbourhood characteristics were obtained from the Ottawa Neighbourhood Study; a large study of neighbourhoods and health in Ottawa. Two-level binomial logistic regression models stratified by sex were used to examine the relationships of environmental and individual variables with PA and overweight/obesity while using survey weights. Results identified that approximately half of the adults were insufficiently active or overweight/obese. Multilevel models identified that for every additional convenience store	 men were two times more likely to be physically active (OR = 2.08	 95% CI: 1.72	 2.43) and with every additional specialty food store women were almost two times more likely to be overweight or obese (OR = 1.77	 95% CI: 1.33	 2.20). Higher green space was associated with a reduced likelihood of PA (OR = 0.93	 95% CI: 0.86	 0.99) and increased odds of overweight and obesity in men (OR = 1.10	 95% CI: 1.01	 1.19)	 and decreased odds of overweight/obesity in women (OR = 0.66	 95% CI: 0.44	 0.89). In men	 neighbourhood socioeconomic scores	 voting rates and sense of community belonging were all significantly associated with overweight/obesity. Intraclass coefficients were low	 but identified that the majority of neighbourhood variation in outcomes was explained by the models. Findings identified that green space	 food landscapes and social cohesiveness may play different roles on PA and overweight/obesity in men and women and future prospective studies are needed.												
AB Reasons for performing study: Horse misbehaviour is an important cause of poor performance in Pony Club horses	 is associated with horse-related rider injuries and has been implicated as a nonspecific presenting sign for musculoskeletal pain. Despite this	 little is known about the incidence of and risk factors for misbehaviour in Pony Club horses.																												
AB AIM: To assess current practices on sheep and beef farms that deprive sheep of feed prior to transport to facilitate effluent management and processing at slaughter.																														
AB We studied arsenite (iAs(III)) accumulation	 oxidation	 and toxicity in the freshwater green alga Chlamydomonas reinhardtii under nutrient-enriched (+NP)	 phosphorus-limited (-P)	 and nitrogen-limited (-N) conditions. The -P alga (55.1 mu M) had a Michaelis constant (K-d) for uptake approximately one tenth of the +NP (419 mu M) and -N (501 mu M) cells	 indicating iAs(III) uptake inhibition by extracellular phosphate. This conclusion was supported by the hyperbolic reduction in iAs(III) uptake rate (V) from 9.2 to 0.8 mu mol/g-dw/h when the extracellular phosphate concentration went up from 0 to 250 mu M. The maximal iAs(III) uptake rate (V-max) of the -N alga (24.3 mu mol/g-dw/h) was twice as much as that of the +NP (12 mu mol/g-dw/h) and -P (8.1 mu mol/g-dw/h) cells. It implies that more arsenic transporters were synthesized under the -N condition. Once accumulated	 iAs(III) was oxidized and a higher proportion of arsenate (iAs(V)) was observed at lower [As](dis) or under nutrient-limited conditions. Nevertheless	 iAs(III) oxidation mainly occurred outside the cells with the extent of oxidation reciprocal to [As](dis). Based on the logistic modeling of the concentration-response curves in the +NP	 -P	 and -N toxicity tests	 iAs(III) had an [As](dis)-based EC50 of 1763	13.1	 and 1208 mu M and an intracellular arsenic concentration based EC50 of 35.6	28.8	 and 195 mu mol/g-dw	 respectively. Higher toxicity to the -P cells occured because of their increased iAs(III) accumulation	 whereas the underlying mechanisms why the -N alga was more tolerant need to be further revealed. Overall	 both N and P had remarkable effects on the behavior and effects of iAs(III)	 which cannot be disregarded in the biogeochemical cycling research of arsenic. (C) 2014 Elsevier B.V. All rights reserved.												
AB Consumer goods contribute to anthropogenic climate change across their product life cycles through carbon emissions arising from raw materials extraction	 processing	 logistics	 retail and storage	 through to consumer use and disposal. How can consumer goods manufacturers make stepwise reductions in their product life cycle carbon emissions by engaging with	 and influencing their main stakeholders? A semi-structured interview approach was used: to identify strategies and actions	 stakeholders in the consumer goods industry (suppliers	 manufacturers	 retailers and NGOs) were interviewed about carbon emissions reduction projects. Based on this	 a summarising presentation was made	 which was shared during a second round of interviews to validate and refine the results. The results demonstrate several opportunities that have not yet been exploited by companies. These include editing product choice in stores to remove products with higher carbon footprints	 using marketing competences for environmental benefits	 and bundling competences to create win-win-win business models. Governments and NGOs have important enabling roles to accelerate industry change. Although this work was initially developed to explore how companies can reduce life cycle carbon emissions of their products	 these strategies and actions also give insights on how companies can influence and anticipate stakeholder actions in general. (C) 2012 Elsevier Ltd. All rights reserved.																	
AB This research presents an evaluation model to evaluate the various recycling strategies to obtain the optimal recycling collection strategy in the upstream of the solar energy industry (SEI). The recycling process includes three major stages: (1) collection	 (2) inspection	 and (3) process. The proposed model combines the benefits	 opportunities	 costs and risks (BOCR) and balance scorecard (BSC) model. First	 the evaluation model establishes a network with four perspectives	 twenty indicators	 and four strategies. Next	 the analytic network process (ANP) is applied to the model to determine the relative weights of the evaluative criteria. Finally	" the application of the multi-criteria decision making model will list the optimal strategies according to their rankings in the model. The results showed that the most important perspective is ""Benefits:"" the most crucial criterion of the 20 criteria is ""economic and financial benefits:"" and the best strategy is ""In-house"" (IH). Thus"	 when a business in the upstream of the SEI applies the model	 the business will reveal that its optimal strategy for recycling and waste disposal shall be In-house treatment at the collection stage.																			
AB A variety of electronic nose technologies are currently commercially available or under evaluation at research institutions. Sensors include conducting polymers	 polymer composites	 acoustic wave	 metal oxide and optical fiber arrays. Reactive	 metalloporphyrin dyes have also been used as colorimetric sensor arrays (CSAs). We hypothesized that a CSA array could be used to distinguish exhaled gas from patients with chronic bacterial sinusitis versus those without. Exhaled gas was selectively sampled from the nasal passages using a nasal CPAP (continuous positive airway pressure) mask and pumped across an array of 36 metalloporphyrin sensor dots printed on a paper sensor cartridge	 which was photographed at 2 min intervals during the sampling period for a total of 12 min. Changes in the red	 green and blue values for each of the senor dots were recorded for each time interval. Eleven patients with sinusitis were compared to nine control patients. A leave-one-out classification test was carried out using binary logistic regression	 which employed the principal component projections of data as features. The classification rate was as high as 90% accurate at 2	 4 and 6 min	 following exposure using 12 principal components. Classification accuracy fell off when more principal components were used and at longer time intervals following exposure. Chronic sinusitis is typically a clinical diagnosis and the etiologic organisms include both Gram-positive and Gram-negative bacteria. Accurate classification at 90% is very encouraging and warrants further investigation.																					
AB Background: The north-western region of China has a high incidence of oesophageal cancer. This study aimed to investigate whether the intake of food and beverage at high temperature is associated with the risk of oesophageal cancer among adults residing in this remote part of China. Materials and Methods: A case-control study was undertaken in Urumqi and Shihezi	 Xinjiang Uyghur Autonomous Region of China	 between 2008 and 2009. Participants were 359 incident oesophageal cancer patients and 380 hospital-based controls. Information on temperature of food and beverage intake was obtained by face-to-face interview. Logistic regression analyses were performed to ascertain the association between intake temperature and the risk of oesophageal cancer. Results: The oesophageal cancer patients consumed foods and beverages at higher temperatures than controls	 p<0.001. High temperature of tea	 water and food intake appeared to increase the risk of oesophageal cancer by more than two-fold	 with adjusted odds ratio (95% confidence intervals) of 2.86 (1.73-4.72)	 2.82 (1.78-4.47) and 2.26 (1.49-3.45)	 respectively. Conclusions: Intake of food and beverage at high temperature was positively associated with the incidence of oesophageal cancer in north-western China.																							
AB Coffee berry disease (CBD) is caused by Colletotrichum kahawae. This pathogen only attacks green berries; it causes cherry rot and premature fruit fall. The disease leads to major harvest losses in the western highland region of Cameroon. The origin of the primary inoculum and the beginning of epidemics are unknown. The interactions between the pathogen and its host were studied at locations where CBD was known to cause severe disease. The disease was monitored weekly in uniform plots of adjacent coffee trees at Santa (1	750 in) in 2003 and 2004 and Bafou (1	820 in) in 2004 and 2005. The logistic model provided good fit of the epidemic's temporal dynamics. The spatial distribution of CBD over time indicated that plants in a plot were contaminated stepwise from the first infected coffee tree. An analysis of semi-variograms and the disease dispersal maps obtained by kriging revealed primary infection foci at both sites. They were observed from the 8th to the 10th week after flowering at Bafou and from the 11 th to the 13th week at Santa. CBD affected the entire plots 3 weeks after the foci first appeared. These results suggest that inoculum from previous epidemics survives at points in the initial foci in a coffee plantation.																												
AB The increasing use of liquid biofuels has been justified by highly volatile and rising oil prices	 geopolitical instability of countries that control most of proven oil reserves	 growing demand for passenger transportation and environmental concerns	 especially climate change. Investments in the sector are increasing steadily	 with oil majors being responsible for rising investments into liquid biofuel joint ventures	 research and development projects and logistics. This paper analyses the underlying motivations of these investments by evaluating corporate diversification and integration strategies. Findings indicate that vertical integration and diversification are an integral part of oil major's strategic behavior toward biofuels	 although strategies differ substantially among companies. In the short term current major oil companies' investments in liquid biofuels are driven by the requirement to comply with binding mandates for biofuels	 whereas in the long-term liquid biofuels	 if produced on a significant scale	 could be classified as non-conventional liquid hydrocarbon reserves for oil majors where access to other (non-)conventional resources is not secured. Finally	 given existing technology lock-ins it seems unlikely whether different paths for producing liquid biofuels will be able to co-exist in the long term	 or there will be only one dominant path possibly controlled by large oil companies. (C) 2012 Elsevier Ltd. All rights reserved.																			
AB Volunteer-based audio surveys are used to document long-term trends in anuran community composition and abundance. Current sampling protocols	 however	 are not region- or species-specific and may not detect relatively rare or audibly cryptic species. We used automated audio recording devices to record calling anurans during 2006-2009 at wetlands in Maine	 USA. We identified species calling	 chorus intensity	 time of day	 and environmental variables when each species was calling and developed logistic and generalized mixed models to determine the time interval and environmental variables that optimize detection of each species during peak calling periods. We detected eight of nine anurans documented in Maine. Individual recordings selected from the sampling period (0.5 h past sunset to 0100 h) described in the North American Amphibian Monitoring Program (NAAMP) detected fewer species than were detected in recordings from 30 min past sunset until sunrise. Time of maximum detection of presence and full chorusing for three species (green frogs	 mink frogs	 pickerel frogs) occurred after the NAAMP sampling end time (0100 h). The NAAMP protocol's sampling period may result in omissions and misclassifications of chorus sizes for certain species. These potential errors should be considered when interpreting trends generated from standardized anuran audio surveys.																						
AB Background. Little is known about the risk factors for cutaneous human papillomavirus (HPV) infection.																														
AB Proanthocyanidins are a group of polymers of flavanols. Animal and in vitro studies suggest they decrease cancer risk	 particularly of colorectal cancer. We used data from an Italian case-control study to investigate whether proanthocyanidins are related to colorectal cancer risk. Cases were 1	953 patients with incident	 histologically confirmed colorectal cancer (1	225 colon cancers	 728 rectal cancers). Controls were 4	154 patients admitted for acute	 non-neoplastic conditions. A reproducible and valid food frequency questionnaire was used. We estimated odds ratios (ORs) through multiple logistic regression models	 including terms for potential confounding factors	 and energy intake. A trend of decreasing risk with increasing intake of proanthocyanidins emerged for all classes except monomers. The OR for the highest vs. the lowest quintile of intake was 0.82 for monomers and dimers combined	 0.88 for monomers	 0.75 for dimers	 0.74 for all polymers with three or more mers	 0.84 for trimers	 0.80 for 4-6 mers	 0.79 for 7-10 mers	 0.69 for more than 10 mers	 and 0.74 for total proanthocyanidins. The associations were apparently stronger for rectal than for colon cancer	 in the absence of significant heterogeneity. These results may explain the protective effect of vegetables and fruit on colorectal cancer.												
AB INTRODUCTION: Visually impaired patients may experience visual hallucinations due to the Charles Bonnet syndrome (CBS). While benign in nature	 these hallucinations may cause distress in those unfamiliar with the phenomenon. The overall purpose of this study was to determine the degree of awareness of CBS in patients referred to our retina clinic.																													
AB This article addresses the growing industry of retail socially responsible investment (SRI) profiled mutual funds. Very few previous studies have examined the final consumer of SRI profiled mutual funds. Therefore	 the purpose of this study was to	 in an exploratory manner	 examine the impact of a number of pro-social	 financial performance	 and socio-demographic variables on SRI behavior in order to explain why investors choose to invest different proportions of their investment portfolio in SRI profiled funds. An ordinal logistic regression analysis on 528 private investors revealed that two of the three pro-social variables had a positive impact on how much the consumer invested in SRI profiled funds. Moreover	" there was proof of a non-altruistic motive for investing in SRI as consumers who perceive that financial return of SRI is equal or better than ""regular"" mutual funds"	 invested a greater proportion of their portfolio in SRI profiled mutual funds. Furthermore	 the results showed that women and better-educated investors were more likely to invest a greater proportion of their investment portfolio in SRI. Overall	 the findings indicate that both financial perceptions and pro-social attitudes are connected to consumer investment in SRI.																					
AB This paper describes a simple modelling framework to predict water quality and algal biomass in large	 complex lakes with insufficient and often multifarious data and challenging logistics. We applied a linked model design to Lake of the Woods (LOW) as a case study	 using output from hydrodynamic	 mass balance and empirical models to predict spatial differences in nutrients (total phosphorus (TP))	 and algal and cyanobacterial standing stock (chlorophyll-a (chla)	 biovolume-derived biomass and cyanobacterial dominance). Our models reproduced observed temporal and spatial distribution of TP and chla well. The central and south segments behaved like shallow lakes with strong variability in TP and phytoplankton biomass	 whereas two relatively isolated and deeper segments in the north were characterized with less variability in TP and lower phytoplankton biomass. Algal biomass and cyanobacterial dominance were best predicted in the more eutrophic southern sectors; however the fit was strongly dependent on the source of biomass data. The results reinforce the need to apply a multi segmental model to these systems which cannot be effectively modelled using a single box approach because of spatial differences in hydrodynamics and topography. Crown Copyright (C) 2013 Published by Elsevier B.V. All rights reserved.																								
AB Background: Four cohort studies have examined the relation between flavonoids and pancreatic cancer risk providing inconsistent results.																														
AB Background: Serum hyaluronate can be used as an index of hepatic sinusoidal endothelial cell function and hepatic fibrosis. This study was designed to clarify the clinical significance of the serum hyaluronate level as a parameter of functional reserve.																														
AB Tea and coffee contain bioactive compounds and both beverages have recently been associated with a reduced risk of prostate cancer (PCa).																														
AB Objective The risk factors most strongly associated with gastric cancer are the gastric bacteria Helicobacter pylori and diet. Utilizing data from a case-control study among residents in Hawaii	 we examined the association of diet	 presence of H. pylori	 and non-cardia gastric cancer risk.																											
AB The possibility of using the Systeme Probatoire de l'Observation de la Terre (SPOT)-VEGETATION (VGT) data for global burned area mapping with a single algorithm was investigated. Using VGT images from south-eastern Africa	 the Iberian Peninsula and south-eastern Siberia/north-eastern China	 we analysed the variability of the spectral signature of burned areas and its relationship with land cover	 and performed the selection of the best variables for burned area mapping. The results show that in grasslands and croplands	 near-infrared (NIR) and short-wave infrared (SWIR) reflectance always decreases as a result of fire. In forests and woodlands	 there may occur a simultaneous decrease of SWIR and NIR or an increase of SWIR and a decrease of NIR. Burning of green vegetation (high values of the Normalized Difference Vegetation Index (NDVI)) tends to result in an increase of the SWIR. The best variables for burned area mapping are different in each region. Only the NIR allows a good discrimination of burned areas in all study areas. We derived a logistic regression model for multi-temporal burned area mapping in tropical	 temperate and boreal regions	 which handles the spectral variability of burned areas dependent on the type of vegetation. The results underline the feasibility of a single model for global burned area mapping.																							
AB Pedestrian safety is a major concern at signalized intersections because of an increased likelihood of pedestrian-vehicle conflicts. The objective of this study was to examine the factors possibly influencing the likelihood that a pedestrian would cross against the signal at an intersection. In Seattle	 Washington	 800 pedestrians were observed at six intersections. Examined factors included gender	 weather	 the number of times the call button was pushed	 the impact of other pedestrians at the crosswalk	 and whether pedestrians returned to push the button. The model was also adjusted for differences in each intersection attributable to volume-to-capacity ratio	 cycle lengths	" and location. The findings from a logistic regression model showed that females were more likely to wait for a ""Walk"" signal than were males and that people were more likely to wait for a ""Walk"" signal when other pedestrians were at the intersection. Pedestrians were more likely to wait for the light to indicate the ""Walk"" signal if they pushed the button. This study suggests that the type of pedestrian call buttons placed at intersections may need to be tailored to the location and to the willingness of individuals to trust that the push button will activate a green pedestrian signal. Therefore"	 feedback on whether the push button is activated could be quite useful and should be further explored.																					
AB Maturity index (MI) is a key determinant of pea softness and ultimately retail value. Pea seed development goes through the optimal market stage for human consumption about a week before harvest. MI increases rapidly during the last 3-4 days prior to the optimal harvest which is when there is a need for better forecasting capability. Extensive field sampling is currently used to track MI in each of the individual paddocks	 though it has limited ability to predict MI more than a day ahead. We developed an Artificial Neural Network (ANN) model that complements field sampling by forecasting the MI trend several days ahead. It was built using historical harvest information along with weather and climate forecasts. We implement and evaluate the ANN in a large pea growing region in Tasmania	 Australia	 and this paper highlights key results. The ANN produced an average error of 31.8 MI units when forecasting MI at harvest with a 7-day lead time versus the current manual method which produced an average error of 36.6 MI units for a lead time of 2 days. This means the model provides the ability to not only harvest peas closer to their ideal MI but also plan harvesting and transport logistics with a much greater lead time. (C) 2009 Elsevier B.V. All rights reserved.																											
AB In this study	 the microbiological quality of roof-harvested rainwater was assessed by monitoring the concentrations of Escherichia coli	 enterococci	 Clostridium perfringens	 and Bacteroides spp. in rainwater obtained from tanks in Southeast Queensland	 Australia. Samples were also tested using real-time PCR (with SYBR Green I dye) for the presence of potential pathogenic microorganisms. Of the 27 rainwater samples tested	 17 (63%)	 21 (78%)	 13 (48%)	 and 24 (89%) were positive for E. coli	 enterococci	 C. perfringens	 and Bacteroides spp.	 respectively. Of the 27 samples	 11 (41%)	 7 (26%)	 4 (15%)	 3 (11%)	 and 1 (4%) were PCR positive for the Campylobacter coli ceuE gene	 the Legionella pneumophila mip gene	 the Aeromonas hydrophila lip gene	 the Salmonella invA gene	 and the Campylobacter jejuni mapA gene. Of the 21 samples tested	 4 (19%) were positive for the Giardia lamblia beta-giardin gene. The binary logistic regression model indicated a positive correlation (P < 0.02) between the presence/absence of enterococci and A. hydrophila. In contrast	 the presence/absence of the remaining potential pathogens did not correlate with traditional fecal indicators. The poor correlation between fecal indicators and potential pathogens suggested that fecal indicators may not be adequate to assess the microbiological quality of rainwater and consequent health risk.						
AB Forest residue has been proposed as a feasible candidate for cellulosic biofuels. However	 the number of studies assessing its water use remains limited. This work aims to analyze the impacts of forest-based biofuel on water resources and quality by using a water footprint approach. A method established here is tailored to the production system	 which includes softwood	 hardwood	 and short-rotation woody crops. The method is then applied to selected areas in the southeastern region of the United States to quantify the county-level water footprint of the biofuel produced via a mixed alcohol gasification process	 under several logistic systems	 and at various refinery scales. The results indicate that the blue water sourced from surface or groundwater is minimal	 at 2.4 liters per liter of biofuel (l/l). The regional-average green water (rainfall) footprint falls between 400 and 443 l/l. The biofuel pathway appears to have a low nitrogen grey water footprint averaging 25 l/l at the regional level	 indicating minimal impacts on water quality. Feedstock mix plays a key role in determining the magnitude and the spatial distribution of the water footprint in these regions. Compared with other potential feedstock	 forest wood residue shows promise with its low blue and grey water footprint.																					
AB Studies linking environmental sustainability to firm performance have been increasing as more companies are contemplating the implementation of sustainable practices internally and in coordination with other firms along their supply chains. However	 findings from these studies have found positive and negative associations	 leaving practitioners perplexed as to what actions would be beneficial to pursue. With hypotheses grounded in the natural resourcebased view of the firm	 the current study examines over 20years of research on environmental supply chain practices using a meta-analysis to determine whether the overall effect of these specific practices on firm performance is	 in fact	 positive. The results show that the link between environmental supply chain practices and market-based	 operational-based and accounting-based forms of firm performance is positive and significant	 providing support for the business case that sustainable supply chain management results in increased firm performance. Different operationalizations of supply chain practices upstream	 design	 production and downstream along with industry	 sample region	 firm size and time are examined as moderators of this relationship with nuanced results that help to extend the discipline's understanding of the relationship between environmentally sustainable supply chain management and firm performance.																			
AB In-vessel composting of an aged coal-tar contaminated soil from a manufactured gas plant site was investigated over 98 days using laboratory-scale in-vessel composting reactors. The composting reactors were operated at 18 different operational conditions using a logistic three-factor factorial design with three temperatures (T = 38	 55 and 70 degrees C)	 four soil to green waste ratios (S:GW; 0.6: 1	 0.7:1	 0.8:1 and 0.9:1 on a dry weight basis) and three moisture contents (MC; 40%	 60% and 80%). Excitation-emission matrix (EEM) fluorescence spectroscopy was used to investigate organic matter dynamics in the composting mixture. The results of this investigation indicated that formation of humic substances can be monitored by fluorescence excitation-emission matrix	 and provided evidence of progressive mineralization or humification of the composting mixture. Peak excitation wavelength shifts and peak fluorescence intensity can both be used as indicators to monitor the humification or maturation of compost. Finally	 the fluorescence index can be applied to investigate the origin of humic substances and fulvic acids	 and the hurnification or maturation of compost. (c) 2005 Elsevier Ltd. All rights reserved.																						
AB Objective Studies on fruit	 vegetable	 fiber	 and grain consumption and pancreatic cancer risk are inconclusive. We used a clinic-based case-control study specifically designed to address limitations of both cohort and case-control studies to examine the relationship.																											
AB Prediction of phenotypes from genetic data is considered to be the first practical application of data gained from association studies	 with potential importance for medicine and the forensic sciences. Multiple genes and polymorphisms have been found to be associated with variation in human pigmentation. Their analysis enables prediction of blue and brown eye colour with a reasonably high accuracy. More accurate prediction	 especially in the case of intermediate eye colours	 may require better understanding of gene-gene interactions affecting this polygenic trait. Using multifactor dimensionality reduction and logistic regression methods	 a study of gene-gene interactions was conducted based on variation in 11 known pigmentation genes examined in a cohort of 718 individuals of European descent. The study revealed significant interactions of a redundant character between the HERC2 and OCA2 genes affecting determination of hazel eye colour and between HERC2 and SLC24A4 affecting determination of blue eye colour. Our research indicates interactive effects of a synergistic character between HERC2 and OCA2	 and also provides evidence for a novel strong synergistic interaction between HERC2 and TYRP1	 both affecting determination of green eye colour. Journal of Human Genetics (2011) 56	 447-455; doi:10.1038/jhg.2011.38; published online 7 April 2011																							
AB Objective. To quantify the volume and intensity of children's physical activity after school in greenspace and elsewhere.																														
AB During the unprotected left-turn green phase at intersections on divided highways	 if the median of the major road is relatively wide	 the simultaneously turning vehicles in the opposing left-turn lanes often block drivers' views for each other so as to influence the unprotected left-turn or U-turn gap acceptance behaviors. To identify the changes of those driving behaviors clearly associated with drivers' restricted sight distances	 a field data collection in this study was conducted at a signalized intersection with the potential sight distance problem. Both linear regression and logistic regression models were developed to estimate parameters of gap acceptances. The results showed that sight obstruction due to the opposite turning vehicles may contribute to significant increments of the critical gap and follow-up time. This could result in an extra traffic delay and a capacity reduction in the left-turn lane. Moreover	 it was found that left-turn or U-turn drivers with the sight distance problem were more likely to accept smaller gaps so as to cause more traffic conflicts between turning traffic and opposing-through traffic. The analyses in this paper provide a better understanding of the relationship between highway visibility and traffic safety and operation. (C) 2007 Elsevier Ltd. All rights reserved.																										
AB This cross-sectional study addressed the relationship between coffee consumption and periodontitis in patients during the maintenance phase of periodontal treatment. A total of 414 periodontitis patients in the maintenance phase of periodontal treatment completed a questionnaire including items related to coffee intake and underwent periodontal examination. Logistic regression analysis showed that presence of moderate/severe periodontitis was correlated with presence of hypertension (Odds Ratio (OR) = 1.99	 p < 0.05)	 smoking (former	 OR = 5.63	 p < 0.01; current	 OR = 6.81	 p = 0.076)	 number of teeth present (OR = 0.89	 p < 0.001)	 plaque control record >= 20% (OR = 1.88	 p < 0.05)	 and duration of maintenance phase (OR = 1.07	 p < 0.01). On the other hand	 presence of severe periodontitis was correlated with smoking (former	 OR = 1.35	 p = 0.501; current	 OR = 3.98	 p < 0.05)	 coffee consumption (>= 1 cup/day	 OR = 0.55	 p < 0.05)	 number of teeth present (OR = 0.95	 p < 0.05)	 and bleeding on probing >= 20% (OR = 3.67	 p < 0.001). There appears to be an inverse association between coffee consumption (>= 1 cup/day) and prevalence of severe periodontitis in the maintenance phase of periodontal treatment.						
